Title ,ROM,Year,Manufacturer,MAME Set,
Player's Edge Plus (PS0275) 4th of July Slots (set 1),peps0275,1996,IGT - International Game Technology,Merged,
Player's Edge Plus (PS0291) Haywire Slots,peps0291,1996,IGT - International Game Technology,Merged,
Player's Edge Plus (PS0308) Double Jackpot Slots,peps0308,1996,IGT - International Game Technology,Merged,
Player's Edge Plus (PS0358) Wild Star Red White & Blue Slots,peps0358,1996,IGT - International Game Technology,Merged,
Player's Edge Plus (PS0366) Double Diamond Deluxe Slots,peps0366,1996,IGT - International Game Technology,Merged,
Player's Edge Plus (PS0425) Sizzling Sevens Slots,peps0425,1996,IGT - International Game Technology,Merged,
Player's Edge Plus (PS0470) Triple Diamond Slots,peps0470,1996,IGT - International Game Technology,Merged,
Player's Edge Plus (PS0615) Chaos Slots,peps0615,1996,IGT - International Game Technology,Merged,
Player's Edge Plus (PS0623) Black Cherry Slots,peps0623,1996,IGT - International Game Technology,Merged,
Player's Edge Plus (PS0628) Double Black Jack Slots,peps0628,1996,IGT - International Game Technology,Merged,
Player's Edge Plus (PS0629) Double Hot Peppers Slots,peps0629,1996,IGT - International Game Technology,Merged,
Player's Edge Plus (PS0708) Double Cherry Bar Slots,peps0708,1996,IGT - International Game Technology,Merged,
Player's Edge Plus (PS0716) River Gambler Slots,peps0716,1996,IGT - International Game Technology,Merged,
Player's Edge Plus (SET001) Set Chip,peset001,1987,IGT - International Game Technology,Merged,
Player's Edge Plus (SET004) Set Chip,peset004,1987,IGT - International Game Technology,Merged,
Player's Edge Plus (SET012) Set Chip,peset012,1987,IGT - International Game Technology,Merged,
Player's Edge Plus (SET022) Set Chip,peset022,1987,IGT - International Game Technology,Merged,
Player's Edge Plus (SET033) Set Chip,peset033,1987,IGT - International Game Technology,Merged,
Player's Edge Plus (SET038) Set Chip,peset038,1987,IGT - International Game Technology,Merged,
Player's Edge Plus (SET100) Set Chip,peset100,1987,IGT - International Game Technology,Merged,
Player's Edge Plus (SET117) Set Chip,peset117,1987,IGT - International Game Technology,Merged,
Player's Edge Plus (X000002P+XP000038) Standard Draw Poker,pex0002p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X000006K+XK000001) Keno,pex0006k,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X000006P+XP000038) Standard Draw Poker,pex0006p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X000014P+XP000055) Standard Draw Poker,pex0014p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X000040P+XP000038) Standard Draw Poker,pex0040p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X000042P+XP000038) 10's or Better,pex0042p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X000045P+XP000038) 10's or Better,pex0045p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X000046P+XP000038) 10's or Better,pex0046p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X000053P+XP000038) Joker Poker (Aces or Better),pex0053p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X000054P+XP000038) Deuces Wild Poker,pex0054p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X000055P+XP000019) Deuces Wild Poker,pex0055p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X000057P+XP000038) Deuces Wild Poker,pex0057p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X000060P+XP000038) Standard Draw Poker,pex0060p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X000124P+XP000038) Deuces Wild Poker,pex0124p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X000126P+XP000038) Deuces Wild Poker,pex0126p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X000127P+XP000038) Deuces Joker Wild Poker,pex0127p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X000150P+XP000038) Standard Draw Poker,pex0150p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X000158P+XP000038) 4 of a Kind Bonus Poker,pex0158p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X000171P+XP000038) Joker Poker,pex0171p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X000188P+XP000038) Standard Draw Poker,pex0188p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X000190P+XP000038) Deuces Wild Poker,pex0190p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X000197P+XP000038) Standard Draw Poker,pex0197p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X000203P+XP000038) 4 of a Kind Bonus Poker,pex0203p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X000224P+XP000038) Deuces Wild Poker,pex0224p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X000225P+XP000079) Deuces Joker Wild Poker,pex0225p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X000242P+XP000038) Deuces Wild Poker,pex0242p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X000265P+XP000038) 4 of a Kind Bonus Poker,pex0265p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X000291P+XP000038) Deuces Wild Poker,pex0291p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X000403P+XP000013) 4 of a Kind Bonus Poker,pex0403p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X000417P+XP000038) Deuces Wild Poker,pex0417p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X000426P+XP000038) Joker Poker,pex0426p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X000430P+XP000079) Deuces Joker Wild Poker,pex0430p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X000434P+XP000038) Bonus Poker Deluxe,pex0434p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X000444P+XP000038) Standard Draw Poker,pex0444p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X000447P+XP000038) Standard Draw Poker,pex0447p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X000449P+XP000038) Standard Draw Poker,pex0449p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X000451P+XP000038) Bonus Poker Deluxe,pex0451p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X000452P+XP000038) Double Deuces Wild Poker,pex0452p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X000454P+XP000038) Bonus Poker Deluxe,pex0454p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X000455P+XP000038) Joker Poker,pex0455p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X000458P+XP000038) Joker Poker (Aces or Better),pex0458p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X000459P+XP000038) Joker Poker,pex0459p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X000489P+XP000038) Double Down Stud Deuces Wild Poker,pex0489p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X000508P+XP000038) Loose Deuce Deuces Wild! Poker,pex0508p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X000514P+XP000038) Double Bonus Poker,pex0514p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X000515P+XP000038) Double Bonus Poker,pex0515p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X000516P+XP000038) Double Bonus Poker,pex0516p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X000536P+XP000038) Joker Poker,pex0536p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X000537P+XP000038) Standard Draw Poker,pex0537p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X000550P+XP000119) Joker Poker (Two Pair or Better),pex0550p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X000556P+XP000038) Deuces Joker Wild Poker,pex0556p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X000557P+XP000119) Standard Draw Poker,pex0557p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X000568P+XP000038) Joker Poker,pex0568p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X000578P+XP000038) Standard Draw Poker,pex0578p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X000581P+XP000038) 4 of a Kind Bonus Poker,pex0581p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X000588P+XP000038) Joker Poker,pex0588p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X000725P+XP000038) Double Bonus Poker,pex0725p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X000726P+XP000038) Double Bonus Poker,pex0726p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X000727P+XP000038) Double Bonus Poker,pex0727p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X000763P+XP000038) 4 of a Kind Bonus Poker,pex0763p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X000764P+XP000038) 4 of a Kind Bonus Poker,pex0764p,1995,IGT - International Game Technology,Merged,
"Player's Edge Plus (X000827S+XS000002) Red, White & Blue Slots",pex0827s,1997,IGT - International Game Technology,Merged,
Player's Edge Plus (X000838S+XS000002) Five Times Pay Slots,pex0838s,1997,IGT - International Game Technology,Merged,
Player's Edge Plus (X000846S+XS000006) Wild Star Red White & Blue Slots,pex0846s,1997,IGT - International Game Technology,Merged,
Player's Edge Plus (X000998S+XS000006) Triple Triple Diamond Slots,pex0998s,1997,IGT - International Game Technology,Merged,
Player's Edge Plus (X001087S+XS000006) Double Double Diamond Slots,pex1087s,1997,IGT - International Game Technology,Merged,
Player's Edge Plus (X002001P+XP000038) Double Double Bonus Poker,pex2001p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X002002P+XP000038) Double Double Bonus Poker,pex2002p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X002004P+XP000038) Double Double Bonus Poker,pex2004p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X002010P+XP000038) Nevada Bonus Poker,pex2010p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X002016P+XP000038) Full House Bonus Poker,pex2016p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X002017P+XP000038) Full House Bonus Poker,pex2017p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X002018P+XP000038) Full House Bonus Poker,pex2018p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X002021P+XP000038) Lucky Deal Poker,pex2021p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X002024P+XP000119) Double Bonus Poker,pex2024p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X002025P+XP000019) Deuces Wild Bonus Poker,pex2025p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X002026P+XP000019) Deuces Wild Bonus Poker,pex2026p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X002027P+XP000019) Deuces Wild Bonus Poker,pex2027p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X002028P+XP000019) Deuces Wild Bonus Poker,pex2028p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X002029P+XP000019) Deuces Wild Bonus Poker,pex2029p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X002031P+XP000038) Lucky Deal Poker,pex2031p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X002033P+XP000038) White Hot Aces Poker,pex2033p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X002034P+XP000038) White Hot Aces Poker,pex2034p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X002035P+XP000038) White Hot Aces Poker,pex2035p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X002036P+XP000038) White Hot Aces Poker,pex2036p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X002037P+XP000038) Nevada Bonus Poker,pex2037p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X002038P+XP000038) Nevada Bonus Poker,pex2038p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X002039P+XP000038) Nevada Bonus Poker,pex2039p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X002040P+XP000038) Nevada Bonus Poker,pex2040p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X002042P+XP000038) Triple Bonus Poker,pex2042p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X002043P+XP000038) Triple Bonus Poker,pex2043p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X002044P+XP000038) Triple Bonus Poker,pex2044p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X002045P+XP000038) Triple Bonus Poker,pex2045p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X002046P+XP000038) Ace$ Bonus Poker,pex2046p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X002066P+XP000038) Double Double Bonus Poker,pex2066p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X002067P+XP000038) Double Double Bonus Poker,pex2067p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X002068P+XP000038) Double Double Bonus Poker,pex2068p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X002069P+XP000038) Double Double Bonus Poker,pex2069p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X002070P+XP000038) Double Double Bonus Poker,pex2070p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X002111P+XP000038) 4 of a Kind Bonus Poker (with Seq Royal Flush),pex2111p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X002121P+XP000038) Standard Draw Poker,pex2121p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X002127P+XP000043) Double Bonus Poker featuring 'Your Property' Royals,pex2127p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X002133P+XP000043) Faces 'n' Deuces Double Bonus Poker,pex2133p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X002134P+XP000043) Faces 'n' Deuces Double Bonus Poker,pex2134p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X002143P+XP000043) Joker's Revenge Poker,pex2143p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X002149P+XP000038) Triple Bonus Poker,pex2149p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X002150P+XP000038) Triple Bonus Poker,pex2150p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X002152P+XP000043) Blackjack Poker,pex2152p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X002172P+XP000038) Ace$ Bonus Poker,pex2172p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X002173P+XP000038) Ace$ Bonus Poker,pex2173p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X002178P+XP000119) Double Bonus Poker,pex2178p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X002179P+XP000119) Double Bonus Poker,pex2179p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X002180P+XP000119) Double Bonus Poker,pex2180p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X002211P+XP000043) Double Double Bonus with 3 Jacks Poker,pex2211p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X002236P+XP000043) Double Double Bonus with 3 Aces Poker,pex2236p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X002240P+XP000038) Joker Poker (Two Pair or Better),pex2240p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X002241P+XP000079) 4 of a Kind Bonus Poker,pex2241p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X002244P+XP000079) Double Bonus Poker,pex2244p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X002245P+XP000055) Standard Draw Poker,pex2245p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X002247P+XP000038) Standard Draw Poker,pex2247p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X002250P+XP000050) Shockwave Poker,pex2250p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X002251P+XP000050) Shockwave Poker,pex2251p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X002252P+XP000050) Shockwave Poker,pex2252p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X002270P+XP000053) Jackpot Poker,pex2270p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X002272P+XP000055) Black Jack Bonus Poker,pex2272p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X002275P+XP000055) Black Jack Bonus Poker,pex2275p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X002276P+XP000055) Black Jack Bonus Poker,pex2276p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X002278P+XP000038) Joker Poker (Two Pair or Better),pex2278p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X002279P+XP000057) Ace$ Bonus,pex2279p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X002283P+XP000057) Barbaric Decues Wild Poker,pex2283p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X002284P+XP000057) Barbaric Decues Wild Poker,pex2284p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X002287P+XP000057) No Faces Pay the Aces Poker,pex2287p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X002297P+XP000053) Jackpot Poker,pex2297p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X002302P+XP000038) Bonus Poker Deluxe,pex2302p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X002303P+XP000038) White Hot Aces Poker,pex2303p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X002306P+XP000038) Triple Double Bonus Poker,pex2306p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X002307P+XP000038) Triple Double Bonus Poker,pex2307p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X002308P+XP000038) Triple Double Bonus Poker,pex2308p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X002309P+XP000038) Triple Double Bonus Poker,pex2309p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X002310P+XP000038) Triple Double Bonus Poker,pex2310p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X002312P+XP000038) Triple Bonus Poker Plus,pex2312p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X002314P+XP000038) Triple Bonus Poker Plus,pex2314p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X002315P+XP000038) Triple Bonus Poker Plus,pex2315p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X002374P+XP000038) Super Aces Poker,pex2374p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X002376P+XP000038) Super Double Bonus Poker,pex2376p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X002377P+XP000038) Super Double Bonus Poker,pex2377p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X002386P+XP000038) 4 of a Kind Bonus Poker,pex2386p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X002412P+XP000096) Standard Draw with 5 decks (Two Pair or Better),pex2412p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X002419P+XP000064) Deuces Wild Bonus Poker - French,pex2419p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X002420P+XP000064) Deuces Wild Bonus Poker - French,pex2420p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X002421P+XP000064) Deuces Wild Bonus Poker - French,pex2421p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X002440P+XP000053) Deuces Wild Poker,pex2440p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X002461P+XP000055) Joker Poker (Two Pair or Better),pex2461p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X002474P+XP000038) Double Double Bonus Plus,pex2474p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X002478P+XP000154) Joker Poker - French,pex2478p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X002479P+XP000154) Joker Poker - French,pex2479p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X002480P+XP000154) Joker Poker (Aces or Better) - French,pex2480p,1995,IGT - International Game Technology,Merged,
Player's Edge Plus (X002485P+XP000154) Standard Draw Poker - French,pex2485p,1995,IGT - International Game Technology,Merged,
